Stock Symbol,Date,Stock Price
600756,2024-09-30,14.38
600756,2024-06-30,10.1
600756,2024-03-31,12.04
600756,2023-12-31,13.83
600756,2023-09-30,14.68
600756,2023-06-30,16.57
600756,2023-03-31,17.64
600756,2022-12-31,13.5
600756,2022-09-30,10.86
600756,2022-06-30,14.12
600756,2022-03-31,14.38
600756,2021-12-31,13.05
600756,2021-09-30,12.57
600756,2021-06-30,13.39
600756,2021-03-31,13.31
600756,2020-12-31,15.51
600756,2020-09-30,17.51
600756,2020-06-30,18.41
600756,2020-03-31,18.39
600756,2019-12-31,20.54
