Stock Symbol,Date,Stock Price
TLG,2024-09-30,48.96
TLG,2024-06-30,45.71
TLG,2024-03-31,43.95
TLG,2023-12-31,44.83
TLG,2023-09-30,48.7
TLG,2023-06-30,51.6
TLG,2023-03-31,42.0
TLG,2022-12-31,43.36
TLG,2022-09-30,45.03
TLG,2022-06-30,40.9
TLG,2022-03-31,37.26
TLG,2021-12-31,35.9
TLG,2021-09-30,32.64
TLG,2021-06-30,29.37
TLG,2021-03-31,29.1
TLG,2020-12-31,28.82
TLG,2020-09-30,25.87
TLG,2020-06-30,25.51
TLG,2020-03-31,19.18
TLG,2019-12-31,27.98
