Stock Symbol,Date,Stock Price
603979,2024-09-30,50.06
603979,2024-06-30,50.33
603979,2024-03-31,52.8
603979,2023-12-31,37.61
603979,2023-09-30,36.92
603979,2023-06-30,30.85
603979,2023-03-31,30.5
603979,2022-12-31,25.41
603979,2022-09-30,20.05
603979,2022-06-30,19.06
603979,2022-03-31,20.46
603979,2021-12-31,21.2
603979,2021-09-30,21.1
603979,2021-06-30,17.76
603979,2021-03-31,14.46
603979,2020-12-31,12.2
603979,2020-09-30,10.29
603979,2020-06-30,10.13
603979,2020-03-31,7.6
603979,2019-12-31,8.7
