Stock Symbol,Date,Stock Price
688090,2024-09-30,52.36
688090,2024-06-30,27.3
688090,2024-03-31,18.77
688090,2023-12-31,22.94
688090,2023-09-30,22.01
688090,2023-06-30,26.16
688090,2023-03-31,20.22
688090,2022-12-31,17.22
688090,2022-09-30,20.39
688090,2022-06-30,21.83
688090,2022-03-31,19.34
688090,2021-12-31,22.34
688090,2021-09-30,21.61
688090,2021-06-30,23.68
688090,2021-03-31,23.19
688090,2020-12-31,27.77
688090,2020-09-30,36.68
688090,2020-06-30,43.06
688090,2020-03-31,34.73
688090,2019-12-31,
