Stock Symbol,Date,Stock Price
EID,2024-09-30,27.5
EID,2024-06-30,25.8
EID,2024-03-31,23.3
EID,2023-12-31,19.81
EID,2023-09-30,19.71
EID,2023-06-30,20.75
EID,2023-03-31,18.51
EID,2022-12-31,19.4
EID,2022-09-30,18.95
EID,2022-06-30,18.24
EID,2022-03-31,20.64
EID,2021-12-31,20.78
EID,2021-09-30,20.53
EID,2021-06-30,13.88
EID,2021-03-31,14.64
EID,2020-12-31,12.37
EID,2020-09-30,9.55
EID,2020-06-30,8.53
EID,2020-03-31,8.84
EID,2019-12-31,9.89
