Stock Symbol,Date,Stock Price
300773,2024-09-30,17.39
300773,2024-06-30,12.03
300773,2024-03-31,12.71
300773,2023-12-31,14.94
300773,2023-09-30,16.64
300773,2023-06-30,16.24
300773,2023-03-31,17.49
300773,2022-12-31,15.72
300773,2022-09-30,12.74
300773,2022-06-30,17.75
300773,2022-03-31,22.04
300773,2021-12-31,27.03
300773,2021-09-30,23.03
300773,2021-06-30,26.29
300773,2021-03-31,27.26
300773,2020-12-31,27.07
300773,2020-09-30,34.53
300773,2020-06-30,31.46
300773,2020-03-31,30.87
300773,2019-12-31,33.52
