Stock Symbol,Date,Stock Price
300638,2024-09-30,14.85
300638,2024-06-30,17.1
300638,2024-03-31,16.9
300638,2023-12-31,18.58
300638,2023-09-30,19.11
300638,2023-06-30,22.15
300638,2023-03-31,19.08
300638,2022-12-31,14.5
300638,2022-09-30,14.63
300638,2022-06-30,21.46
300638,2022-03-31,19.91
300638,2021-12-31,29.17
300638,2021-09-30,23.03
300638,2021-06-30,25.0
300638,2021-03-31,16.43
300638,2020-12-31,18.75
300638,2020-09-30,18.8
300638,2020-06-30,18.83
300638,2020-03-31,11.44
300638,2019-12-31,10.86
