Stock Symbol,Date,Stock Price
300729,2024-09-30,17.22
300729,2024-06-30,15.49
300729,2024-03-31,17.77
300729,2023-12-31,17.5
300729,2023-09-30,14.14
300729,2023-06-30,17.43
300729,2023-03-31,13.81
300729,2022-12-31,11.88
300729,2022-09-30,12.6
300729,2022-06-30,12.9
300729,2022-03-31,13.25
300729,2021-12-31,21.33
300729,2021-09-30,16.78
300729,2021-06-30,17.36
300729,2021-03-31,18.47
300729,2020-12-31,23.59
300729,2020-09-30,33.65
300729,2020-06-30,18.35
300729,2020-03-31,7.26
300729,2019-12-31,8.11
