Stock Symbol,Date,Stock Price
300582,2024-09-30,11.26
300582,2024-06-30,8.56
300582,2024-03-31,8.75
300582,2023-12-31,12.01
300582,2023-09-30,12.37
300582,2023-06-30,13.57
300582,2023-03-31,17.34
300582,2022-12-31,12.5
300582,2022-09-30,11.31
300582,2022-06-30,15.03
300582,2022-03-31,19.53
300582,2021-12-31,21.33
300582,2021-09-30,23.57
300582,2021-06-30,23.02
300582,2021-03-31,12.46
300582,2020-12-31,11.36
300582,2020-09-30,9.59
300582,2020-06-30,9.05
300582,2020-03-31,7.41
300582,2019-12-31,7.71
