Stock Symbol,Date,Stock Price
603848,2024-09-30,14.43
603848,2024-06-30,12.59
603848,2024-03-31,14.1
603848,2023-12-31,15.12
603848,2023-09-30,15.58
603848,2023-06-30,15.42
603848,2023-03-31,13.7
603848,2022-12-31,13.44
603848,2022-09-30,12.44
603848,2022-06-30,16.54
603848,2022-03-31,12.76
603848,2021-12-31,13.16
603848,2021-09-30,11.65
603848,2021-06-30,11.71
603848,2021-03-31,11.9
603848,2020-12-31,11.71
603848,2020-09-30,15.09
603848,2020-06-30,12.72
603848,2020-03-31,10.96
603848,2019-12-31,12.7
