Stock Symbol,Date,Stock Price
600639,2024-09-30,12.03
600639,2024-06-30,9.63
600639,2024-03-31,10.97
600639,2023-12-31,9.54
600639,2023-09-30,11.44
600639,2023-06-30,11.24
600639,2023-03-31,10.8
600639,2022-12-31,10.06
600639,2022-09-30,9.64
600639,2022-06-30,11.83
600639,2022-03-31,12.97
600639,2021-12-31,11.12
600639,2021-09-30,10.06
600639,2021-06-30,11.64
600639,2021-03-31,10.33
600639,2020-12-31,10.57
600639,2020-09-30,10.7
600639,2020-06-30,13.37
600639,2020-03-31,10.25
600639,2019-12-31,11.3
