Stock Symbol,Date,Stock Price
603313,2024-09-30,7.03
603313,2024-06-30,7.41
603313,2024-03-31,9.03
603313,2023-12-31,10.42
603313,2023-09-30,11.74
603313,2023-06-30,9.95
603313,2023-03-31,10.61
603313,2022-12-31,10.52
603313,2022-09-30,9.68
603313,2022-06-30,11.91
603313,2022-03-31,12.24
603313,2021-12-31,17.18
603313,2021-09-30,14.04
603313,2021-06-30,22.66
603313,2021-03-31,25.57
603313,2020-12-31,24.45
603313,2020-09-30,20.51
603313,2020-06-30,17.75
603313,2020-03-31,13.45
603313,2019-12-31,15.92
