Stock Symbol,Date,Stock Price
600233,2024-09-30,17.85
600233,2024-06-30,15.65
600233,2024-03-31,15.16
600233,2023-12-31,12.02
600233,2023-09-30,14.7
600233,2023-06-30,14.24
600233,2023-03-31,17.63
600233,2022-12-31,19.34
600233,2022-09-30,19.97
600233,2022-06-30,19.63
600233,2022-03-31,16.48
600233,2021-12-31,15.94
600233,2021-09-30,13.31
600233,2021-06-30,9.56
600233,2021-03-31,10.52
600233,2020-12-31,10.83
600233,2020-09-30,13.17
600233,2020-06-30,13.72
600233,2020-03-31,10.79
600233,2019-12-31,11.8
