Stock Symbol,Date,Stock Price
601238,2024-09-30,8.8
601238,2024-06-30,7.71
601238,2024-03-31,8.66
601238,2023-12-31,8.61
601238,2023-09-30,9.85
601238,2023-06-30,10.21
601238,2023-03-31,10.73
601238,2022-12-31,10.62
601238,2022-09-30,11.68
601238,2022-06-30,14.61
601238,2022-03-31,10.65
601238,2021-12-31,14.41
601238,2021-09-30,14.31
601238,2021-06-30,12.25
601238,2021-03-31,9.53
601238,2020-12-31,12.41
601238,2020-09-30,8.89
601238,2020-06-30,8.38
601238,2020-03-31,9.66
601238,2019-12-31,10.71
