Stock Symbol,Date,Stock Price
603599,2024-09-30,12.75
603599,2024-06-30,11.51
603599,2024-03-31,13.86
603599,2023-12-31,13.76
603599,2023-09-30,19.04
603599,2023-06-30,17.42
603599,2023-03-31,21.22
603599,2022-12-31,18.92
603599,2022-09-30,16.42
603599,2022-06-30,17.94
603599,2022-03-31,14.03
603599,2021-12-31,17.15
603599,2021-09-30,14.35
603599,2021-06-30,13.23
603599,2021-03-31,13.5
603599,2020-12-31,10.39
603599,2020-09-30,7.82
603599,2020-06-30,7.31
603599,2020-03-31,6.75
603599,2019-12-31,6.5
