Stock Symbol,Date,Stock Price
300787,2024-09-30,13.31
300787,2024-06-30,12.41
300787,2024-03-31,10.88
300787,2023-12-31,13.66
300787,2023-09-30,14.61
300787,2023-06-30,16.0
300787,2023-03-31,17.12
300787,2022-12-31,13.97
300787,2022-09-30,15.7
300787,2022-06-30,14.88
300787,2022-03-31,12.73
300787,2021-12-31,13.6
300787,2021-09-30,12.11
300787,2021-06-30,14.4
300787,2021-03-31,14.36
300787,2020-12-31,17.29
300787,2020-09-30,24.37
300787,2020-06-30,15.57
300787,2020-03-31,13.64
300787,2019-12-31,25.87
