Stock Symbol,Date,Stock Price
688356,2024-09-30,64.0
688356,2024-06-30,58.78
688356,2024-03-31,73.24
688356,2023-12-31,105.46
688356,2023-09-30,120.92
688356,2023-06-30,105.61
688356,2023-03-31,145.55
688356,2022-12-31,153.96
688356,2022-09-30,167.77
688356,2022-06-30,237.81
688356,2022-03-31,185.91
688356,2021-12-31,329.86
688356,2021-09-30,252.44
688356,2021-06-30,321.42
688356,2021-03-31,93.23
688356,2020-12-31,107.21
688356,2020-09-30,88.87
688356,2020-06-30,
688356,2020-03-31,
688356,2019-12-31,
