Stock Symbol,Date,Stock Price
CSC,2024-09-30,28.1
CSC,2024-06-30,27.7
CSC,2024-03-31,25.33
CSC,2023-12-31,23.67
CSC,2023-09-30,25.83
CSC,2023-06-30,26.17
CSC,2023-03-31,22.2
CSC,2022-12-31,24.93
CSC,2022-09-30,42.35
CSC,2022-06-30,37.77
CSC,2022-03-31,69.77
CSC,2021-12-31,76.79
CSC,2021-09-30,44.03
CSC,2021-06-30,35.98
CSC,2021-03-31,19.91
CSC,2020-12-31,15.48
CSC,2020-09-30,13.0
CSC,2020-06-30,13.48
CSC,2020-03-31,12.55
CSC,2019-12-31,17.54
