Stock Symbol,Date,Stock Price
002969,2024-09-30,3.23
002969,2024-06-30,2.8347
002969,2024-03-31,3.5295
002969,2023-12-31,3.8441
002969,2023-09-30,3.6762
002969,2023-06-30,3.6482
002969,2023-03-31,3.7498
002969,2022-12-31,3.8987
002969,2022-09-30,3.7777
002969,2022-06-30,3.7963
002969,2022-03-31,4.6489
002969,2021-12-31,5.2799
002969,2021-09-30,4.8531
002969,2021-06-30,4.4726
002969,2021-03-31,4.4921
002969,2020-12-31,5.2515
002969,2020-09-30,6.6501
002969,2020-06-30,7.0669
002969,2020-03-31,8.3892
002969,2019-12-31,11.0132
