Stock Symbol,Date,Stock Price
603507,2024-09-30,24.8
603507,2024-06-30,24.81
603507,2024-03-31,19.7
603507,2023-12-31,19.59
603507,2023-09-30,20.3
603507,2023-06-30,27.25
603507,2023-03-31,27.26
603507,2022-12-31,22.4
603507,2022-09-30,23.96
603507,2022-06-30,24.54
603507,2022-03-31,19.53
603507,2021-12-31,30.47
603507,2021-09-30,25.93
603507,2021-06-30,15.41
603507,2021-03-31,14.89
603507,2020-12-31,17.63
603507,2020-09-30,19.46
603507,2020-06-30,18.42
603507,2020-03-31,18.25
603507,2019-12-31,16.69
