Stock Symbol,Date,Stock Price
600199,2024-09-30,14.62
600199,2024-06-30,11.91
600199,2024-03-31,16.04
600199,2023-12-31,18.52
600199,2023-09-30,23.52
600199,2023-06-30,23.74
600199,2023-03-31,27.75
600199,2022-12-31,26.72
600199,2022-09-30,22.9
600199,2022-06-30,28.35
600199,2022-03-31,24.59
600199,2021-12-31,16.91
600199,2021-09-30,18.29
600199,2021-06-30,16.33
600199,2021-03-31,13.18
600199,2020-12-31,19.41
600199,2020-09-30,6.19
600199,2020-06-30,6.52
600199,2020-03-31,5.15
600199,2019-12-31,6.23
