Stock Symbol,Date,Stock Price
002552,2024-09-30,12.68
002552,2024-06-30,12.88
002552,2024-03-31,13.14
002552,2023-12-31,14.13
002552,2023-09-30,17.22
002552,2023-06-30,17.6
002552,2023-03-31,18.0
002552,2022-12-31,14.91
002552,2022-09-30,13.76
002552,2022-06-30,13.86
002552,2022-03-31,14.02
002552,2021-12-31,14.45
002552,2021-09-30,14.49
002552,2021-06-30,11.53
002552,2021-03-31,11.28
002552,2020-12-31,13.11
002552,2020-09-30,14.74
002552,2020-06-30,14.27
002552,2020-03-31,15.07
002552,2019-12-31,24.93
