Stock Symbol,Date,Stock Price
600893,2024-09-30,41.29
600893,2024-06-30,36.55
600893,2024-03-31,33.81
600893,2023-12-31,37.21
600893,2023-09-30,36.99
600893,2023-06-30,42.07
600893,2023-03-31,42.8
600893,2022-12-31,41.94
600893,2022-09-30,41.61
600893,2022-06-30,45.14
600893,2022-03-31,44.39
600893,2021-12-31,62.73
600893,2021-09-30,52.58
600893,2021-06-30,52.58
600893,2021-03-31,44.96
600893,2020-12-31,58.53
600893,2020-09-30,40.68
600893,2020-06-30,23.05
600893,2020-03-31,20.82
600893,2019-12-31,21.29
