Stock Symbol,Date,Stock Price
300686,2024-09-30,9.65
300686,2024-06-30,7.25
300686,2024-03-31,8.0
300686,2023-12-31,10.58
300686,2023-09-30,10.58
300686,2023-06-30,12.88
300686,2023-03-31,12.02
300686,2022-12-31,12.0
300686,2022-09-30,12.52
300686,2022-06-30,11.63
300686,2022-03-31,12.0
300686,2021-12-31,14.51
300686,2021-09-30,13.78
300686,2021-06-30,16.4
300686,2021-03-31,15.25
300686,2020-12-31,19.93
300686,2020-09-30,20.19
300686,2020-06-30,23.91
300686,2020-03-31,20.29
300686,2019-12-31,20.63
