Stock Symbol,Date,Stock Price
DXP,2024-09-30,11.6
DXP,2024-06-30,12.9
DXP,2024-03-31,13.79
DXP,2023-12-31,12.35
DXP,2023-09-30,11.31
DXP,2023-06-30,10.29
DXP,2023-03-31,8.1
DXP,2022-12-31,6.87
DXP,2022-09-30,9.53
DXP,2022-06-30,10.16
DXP,2022-03-31,17.65
DXP,2021-12-31,16.4
DXP,2021-09-30,15.31
DXP,2021-06-30,12.42
DXP,2021-03-31,13.98
DXP,2020-12-31,13.51
DXP,2020-09-30,10.7
DXP,2020-06-30,7.81
DXP,2020-03-31,6.87
DXP,2019-12-31,8.98
