Stock Symbol,Date,Stock Price
0011,2024-09-30,93.742
0011,2024-06-30,95.026
0011,2024-03-31,80.175
0011,2023-12-31,82.238
0011,2023-09-30,87.022
0011,2023-06-30,98.542
0011,2023-03-31,97.761
0011,2022-12-31,111.839
0011,2022-09-30,102.103
0011,2022-06-30,117.987
0011,2022-03-31,128.162
0011,2021-12-31,119.411
0011,2021-09-30,110.967
0011,2021-06-30,127.873
0011,2021-03-31,123.239
0011,2020-12-31,107.546
0011,2020-09-30,91.082
0011,2020-06-30,103.188
0011,2020-03-31,104.24
0011,2019-12-31,123.532
