Stock Symbol,Date,Stock Price
300384,2024-09-30,16.56
300384,2024-06-30,12.88
300384,2024-03-31,13.02
300384,2023-12-31,15.14
300384,2023-09-30,15.47
300384,2023-06-30,15.81
300384,2023-03-31,17.16
300384,2022-12-31,14.16
300384,2022-09-30,15.14
300384,2022-06-30,17.15
300384,2022-03-31,16.02
300384,2021-12-31,21.96
300384,2021-09-30,18.17
300384,2021-06-30,17.44
300384,2021-03-31,12.38
300384,2020-12-31,13.29
300384,2020-09-30,15.22
300384,2020-06-30,15.83
300384,2020-03-31,14.7
300384,2019-12-31,16.16
