Stock Symbol,Date,Stock Price
603825,2024-09-30,10.53
603825,2024-06-30,9.27
603825,2024-03-31,10.2
603825,2023-12-31,12.08
603825,2023-09-30,11.72
603825,2023-06-30,13.29
603825,2023-03-31,16.3
603825,2022-12-31,14.18
603825,2022-09-30,15.18
603825,2022-06-30,16.95
603825,2022-03-31,19.09
603825,2021-12-31,28.69
603825,2021-09-30,15.45
603825,2021-06-30,17.89
603825,2021-03-31,13.72
603825,2020-12-31,17.95
603825,2020-09-30,26.95
603825,2020-06-30,31.15
603825,2020-03-31,20.89
603825,2019-12-31,18.6
