Stock Symbol,Date,Stock Price
603183,2024-09-30,3.72
603183,2024-06-30,3.21
603183,2024-03-31,3.6135
603183,2023-12-31,4.6106
603183,2023-09-30,4.818
603183,2023-06-30,4.66
603183,2023-03-31,4.4639
603183,2022-12-31,4.5031
603183,2022-09-30,4.5912
603183,2022-06-30,4.9827
603183,2022-03-31,5.5888
603183,2021-12-31,4.6627
603183,2021-09-30,4.4614
603183,2021-06-30,4.4856
603183,2021-03-31,4.6644
603183,2020-12-31,4.4027
603183,2020-09-30,4.7554
603183,2020-06-30,4.0216
603183,2020-03-31,3.6856
603183,2019-12-31,4.2717
