Stock Symbol,Date,Stock Price
601882,2024-09-30,24.19
601882,2024-06-30,22.91
601882,2024-03-31,26.64
601882,2023-12-31,25.91
601882,2023-09-30,29.52
601882,2023-06-30,32.79
601882,2023-03-31,28.93
601882,2022-12-31,25.51
601882,2022-09-30,17.18
601882,2022-06-30,20.07
601882,2022-03-31,17.56
601882,2021-12-31,23.57
601882,2021-09-30,22.37
601882,2021-06-30,14.8
601882,2021-03-31,12.95
601882,2020-12-31,11.33
601882,2020-09-30,11.7
601882,2020-06-30,7.38
601882,2020-03-31,6.76
601882,2019-12-31,6.76
