Stock Symbol,Date,Stock Price
002949,2024-09-30,11.54
002949,2024-06-30,9.41
002949,2024-03-31,11.0
002949,2023-12-31,13.07
002949,2023-09-30,13.66
002949,2023-06-30,13.3
002949,2023-03-31,13.46
002949,2022-12-31,12.04
002949,2022-09-30,11.56
002949,2022-06-30,12.28
002949,2022-03-31,13.82
002949,2021-12-31,16.41
002949,2021-09-30,13.04
002949,2021-06-30,15.16
002949,2021-03-31,18.17
002949,2020-12-31,16.46
002949,2020-09-30,22.61
002949,2020-06-30,14.12
002949,2020-03-31,14.84
002949,2019-12-31,18.83
