Stock Symbol,Date,Stock Price
002326,2024-09-30,9.81
002326,2024-06-30,7.82
002326,2024-03-31,10.4
002326,2023-12-31,11.62
002326,2023-09-30,12.8
002326,2023-06-30,15.29
002326,2023-03-31,20.8
002326,2022-12-31,21.7
002326,2022-09-30,22.82
002326,2022-06-30,32.74
002326,2022-03-31,37.88
002326,2021-12-31,50.73
002326,2021-09-30,52.62
002326,2021-06-30,19.8
002326,2021-03-31,8.86
002326,2020-12-31,10.92
002326,2020-09-30,10.43
002326,2020-06-30,12.15
002326,2020-03-31,11.48
002326,2019-12-31,9.81
