Stock Symbol,Date,Stock Price
002352,2024-09-30,43.6
002352,2024-06-30,34.6
002352,2024-03-31,34.72
002352,2023-12-31,38.53
002352,2023-09-30,38.91
002352,2023-06-30,43.0
002352,2023-03-31,52.56
002352,2022-12-31,54.82
002352,2022-09-30,44.81
002352,2022-06-30,52.96
002352,2022-03-31,43.22
002352,2021-12-31,65.17
002352,2021-09-30,61.8
002352,2021-06-30,64.02
002352,2021-03-31,76.23
002352,2020-12-31,83.01
002352,2020-09-30,75.78
002352,2020-06-30,51.61
002352,2020-03-31,44.17
002352,2019-12-31,34.8
