Stock Symbol,Date,Stock Price
688030,2024-09-30,13.7
688030,2024-06-30,10.45
688030,2024-03-31,13.35
688030,2023-12-31,20.02
688030,2023-09-30,19.33
688030,2023-06-30,21.43
688030,2023-03-31,26.4
688030,2022-12-31,19.46
688030,2022-09-30,18.76
688030,2022-06-30,20.75
688030,2022-03-31,22.19
688030,2021-12-31,29.48
688030,2021-09-30,23.3
688030,2021-06-30,26.84
688030,2021-03-31,31.87
688030,2020-12-31,37.44
688030,2020-09-30,37.0
688030,2020-06-30,46.77
688030,2020-03-31,38.29
688030,2019-12-31,40.84
