Stock Symbol,Date,Stock Price
603045,2024-09-30,11.72
603045,2024-06-30,9.93
603045,2024-03-31,12.26
603045,2023-12-31,15.69
603045,2023-09-30,15.8
603045,2023-06-30,15.01
603045,2023-03-31,14.09
603045,2022-12-31,14.13
603045,2022-09-30,15.18
603045,2022-06-30,15.57
603045,2022-03-31,18.15
603045,2021-12-31,17.01
603045,2021-09-30,13.84
603045,2021-06-30,11.9
603045,2021-03-31,10.75
603045,2020-12-31,11.89
603045,2020-09-30,12.31
603045,2020-06-30,13.47
603045,2020-03-31,12.24
603045,2019-12-31,14.61
