Stock Symbol,Date,Stock Price
600594,2024-09-30,3.81
600594,2024-06-30,3.0
600594,2024-03-31,4.6498
600594,2023-12-31,5.57
600594,2023-09-30,5.6777
600594,2023-06-30,5.1589
600594,2023-03-31,5.6092
600594,2022-12-31,5.4134
600594,2022-09-30,4.9435
600594,2022-06-30,5.4819
600594,2022-03-31,7.567
600594,2021-12-31,7.9586
600594,2021-09-30,5.7854
600594,2021-06-30,5.6385
600594,2021-03-31,5.0264
600594,2020-12-31,4.9977
600594,2020-09-30,5.6871
600594,2020-06-30,6.3729
600594,2020-03-31,4.276
600594,2019-12-31,4.337
