Stock Symbol,Date,Stock Price
002958,2024-09-30,2.99
002958,2024-06-30,2.58
002958,2024-03-31,2.5993
002958,2023-12-31,2.5222
002958,2023-09-30,2.6763
002958,2023-06-30,2.6185
002958,2023-03-31,2.7244
002958,2022-12-31,2.7822
002958,2022-09-30,2.8399
002958,2022-06-30,3.0975
002958,2022-03-31,3.2934
002958,2021-12-31,3.6013
002958,2021-09-30,3.6293
002958,2021-06-30,3.8532
002958,2021-03-31,3.9792
002958,2020-12-31,4.5824
002958,2020-09-30,4.5284
002958,2020-06-30,3.9882
002958,2020-03-31,3.7967
002958,2019-12-31,5.634
