Stock Symbol,Date,Stock Price
300467,2024-09-30,15.98
300467,2024-06-30,13.7
300467,2024-03-31,13.58
300467,2023-12-31,17.38
300467,2023-09-30,14.44
300467,2023-06-30,20.43
300467,2023-03-31,14.44
300467,2022-12-31,11.91
300467,2022-09-30,10.0
300467,2022-06-30,11.69
300467,2022-03-31,17.07
300467,2021-12-31,16.64
300467,2021-09-30,13.8
300467,2021-06-30,14.16
300467,2021-03-31,11.68
300467,2020-12-31,13.79
300467,2020-09-30,17.19
300467,2020-06-30,17.42
300467,2020-03-31,16.6
300467,2019-12-31,19.3
