Stock Symbol,Date,Stock Price
300581,2024-09-30,9.21
300581,2024-06-30,7.67
300581,2024-03-31,8.49
300581,2023-12-31,9.81
300581,2023-09-30,9.84
300581,2023-06-30,11.03
300581,2023-03-31,10.94
300581,2022-12-31,10.29
300581,2022-09-30,10.26
300581,2022-06-30,14.18
300581,2022-03-31,12.69
300581,2021-12-31,14.73
300581,2021-09-30,18.15
300581,2021-06-30,22.62
300581,2021-03-31,10.41
300581,2020-12-31,14.7
300581,2020-09-30,9.16
300581,2020-06-30,4.74
300581,2020-03-31,4.63
300581,2019-12-31,5.01
