Stock Symbol,Date,Stock Price
600867,2024-09-30,8.77
600867,2024-06-30,8.37
600867,2024-03-31,9.99
600867,2023-12-31,10.56
600867,2023-09-30,10.46
600867,2023-06-30,10.18
600867,2023-03-31,11.28
600867,2022-12-31,8.75
600867,2022-09-30,7.99
600867,2022-06-30,9.58
600867,2022-03-31,9.17
600867,2021-12-31,9.86
600867,2021-09-30,9.46
600867,2021-06-30,10.74
600867,2021-03-31,10.98
600867,2020-12-31,11.83
600867,2020-09-30,12.04
600867,2020-06-30,15.42
600867,2020-03-31,9.26
600867,2019-12-31,11.04
