Stock Symbol,Date,Stock Price
300662,2024-09-30,22.13
300662,2024-06-30,16.04
300662,2024-03-31,19.39
300662,2023-12-31,27.47
300662,2023-09-30,31.44
300662,2023-06-30,35.06
300662,2023-03-31,44.05
300662,2022-12-31,48.56
300662,2022-09-30,33.71
300662,2022-06-30,51.19
300662,2022-03-31,45.82
300662,2021-12-31,61.37
300662,2021-09-30,50.83
300662,2021-06-30,59.71
300662,2021-03-31,50.74
300662,2020-12-31,53.29
300662,2020-09-30,59.91
300662,2020-06-30,43.68
300662,2020-03-31,32.74
300662,2019-12-31,31.2
