Stock Symbol,Date,Stock Price
603136,2024-09-30,12.32
603136,2024-06-30,10.93
603136,2024-03-31,13.3
603136,2023-12-31,12.14
603136,2023-09-30,14.3
603136,2023-06-30,17.05
603136,2023-03-31,19.91
603136,2022-12-31,17.94
603136,2022-09-30,17.31
603136,2022-06-30,18.94
603136,2022-03-31,13.52
603136,2021-12-31,11.65
603136,2021-09-30,11.2
603136,2021-06-30,10.87
603136,2021-03-31,14.27
603136,2020-12-31,11.41
603136,2020-09-30,12.07
603136,2020-06-30,10.64
603136,2020-03-31,9.55
603136,2019-12-31,11.7
