Stock Symbol,Date,Stock Price
600085,2024-09-30,41.52
600085,2024-06-30,37.72
600085,2024-03-31,39.94
600085,2023-12-31,52.33
600085,2023-09-30,53.38
600085,2023-06-30,55.74
600085,2023-03-31,53.4
600085,2022-12-31,43.27
600085,2022-09-30,44.11
600085,2022-06-30,50.9
600085,2022-03-31,44.99
600085,2021-12-31,43.3
600085,2021-09-30,30.19
600085,2021-06-30,39.02
600085,2021-03-31,28.61
600085,2020-12-31,22.83
600085,2020-09-30,25.77
600085,2020-06-30,25.65
600085,2020-03-31,23.98
600085,2019-12-31,26.65
