Stock Symbol,Date,Stock Price
HLC,2024-09-30,12.5
HLC,2024-06-30,13.1
HLC,2024-03-31,14.97
HLC,2023-12-31,11.29
HLC,2023-09-30,10.82
HLC,2023-06-30,10.35
HLC,2023-03-31,8.97
HLC,2022-12-31,7.04
HLC,2022-09-30,11.43
HLC,2022-06-30,12.29
HLC,2022-03-31,16.61
HLC,2021-12-31,12.38
HLC,2021-09-30,14.12
HLC,2021-06-30,9.48
HLC,2021-03-31,6.89
HLC,2020-12-31,5.8
HLC,2020-09-30,5.25
HLC,2020-06-30,5.49
HLC,2020-03-31,5.06
HLC,2019-12-31,4.84
