Stock Symbol,Date,Stock Price
002389,2024-09-30,17.08
002389,2024-06-30,13.89
002389,2024-03-31,16.68
002389,2023-12-31,18.53
002389,2023-09-30,19.6
002389,2023-06-30,22.12
002389,2023-03-31,22.53
002389,2022-12-31,20.43
002389,2022-09-30,20.86
002389,2022-06-30,18.24
002389,2022-03-31,18.74
002389,2021-12-31,27.52
002389,2021-09-30,20.61
002389,2021-06-30,21.61
002389,2021-03-31,20.75
002389,2020-12-31,32.85
002389,2020-09-30,21.64
002389,2020-06-30,13.27
002389,2020-03-31,11.03
002389,2019-12-31,10.95
