Stock Symbol,Date,Stock Price
CEO,2024-09-30,16.0
CEO,2024-06-30,15.71
CEO,2024-03-31,21.81
CEO,2023-12-31,21.62
CEO,2023-09-30,20.29
CEO,2023-06-30,16.95
CEO,2023-03-31,15.81
CEO,2022-12-31,12.68
CEO,2022-09-30,15.45
CEO,2022-06-30,18.73
CEO,2022-03-31,45.58
CEO,2021-12-31,50.49
CEO,2021-09-30,7.33
CEO,2021-06-30,7.05
CEO,2021-03-31,8.62
CEO,2020-12-31,8.9
CEO,2020-09-30,5.2
CEO,2020-06-30,5.2
CEO,2020-03-31,4.2
CEO,2019-12-31,6.69
