Stock Symbol,Date,Stock Price
603797,2024-09-30,3.84
603797,2024-06-30,3.12
603797,2024-03-31,4.59
603797,2023-12-31,5.52
603797,2023-09-30,5.64
603797,2023-06-30,5.56
603797,2023-03-31,5.99
603797,2022-12-31,5.52
603797,2022-09-30,5.36
603797,2022-06-30,5.85
603797,2022-03-31,6.1594
603797,2021-12-31,6.7493
603797,2021-09-30,6.6816
603797,2021-06-30,6.9934
603797,2021-03-31,7.7454
603797,2020-12-31,7.4258
603797,2020-09-30,7.9991
603797,2020-06-30,7.5769
603797,2020-03-31,6.3899
603797,2019-12-31,7.4187
