Stock Symbol,Date,Stock Price
300719,2024-09-30,19.07
300719,2024-06-30,16.95
300719,2024-03-31,13.87
300719,2023-12-31,13.17
300719,2023-09-30,11.96
300719,2023-06-30,13.95
300719,2023-03-31,11.76
300719,2022-12-31,11.17
300719,2022-09-30,9.75
300719,2022-06-30,10.09
300719,2022-03-31,11.14
300719,2021-12-31,13.13
300719,2021-09-30,12.93
300719,2021-06-30,15.15
300719,2021-03-31,13.56
300719,2020-12-31,18.01
300719,2020-09-30,25.85
300719,2020-06-30,11.22
300719,2020-03-31,9.49
300719,2019-12-31,11.3
