Stock Symbol,Date,Stock Price
603949,2024-09-30,11.72
603949,2024-06-30,11.26
603949,2024-03-31,14.78
603949,2023-12-31,18.32
603949,2023-09-30,22.89
603949,2023-06-30,15.44
603949,2023-03-31,16.87
603949,2022-12-31,17.3
603949,2022-09-30,16.53
603949,2022-06-30,26.29
603949,2022-03-31,24.67
603949,2021-12-31,21.73
603949,2021-09-30,19.61
603949,2021-06-30,13.17
603949,2021-03-31,14.67
603949,2020-12-31,14.05
603949,2020-09-30,17.92
603949,2020-06-30,13.38
603949,2020-03-31,16.31
603949,2019-12-31,
