Stock Symbol,Date,Stock Price
603826,2024-09-30,31.25
603826,2024-06-30,28.97
603826,2024-03-31,31.19
603826,2023-12-31,42.03
603826,2023-09-30,36.89
603826,2023-06-30,35.6
603826,2023-03-31,42.61
603826,2022-12-31,37.31
603826,2022-09-30,43.22
603826,2022-06-30,41.91
603826,2022-03-31,41.12
603826,2021-12-31,27.25
603826,2021-09-30,29.5
603826,2021-06-30,27.0
603826,2021-03-31,31.32
603826,2020-12-31,25.69
603826,2020-09-30,23.99
603826,2020-06-30,23.9
603826,2020-03-31,16.25
603826,2019-12-31,11.67
