Stock Symbol,Date,Stock Price
600622,2024-09-30,2.67
600622,2024-06-30,1.85
600622,2024-03-31,2.38
600622,2023-12-31,2.58
600622,2023-09-30,2.77
600622,2023-06-30,2.92
600622,2023-03-31,3.15
600622,2022-12-31,3.27
600622,2022-09-30,2.97
600622,2022-06-30,3.4396
600622,2022-03-31,4.1746
600622,2021-12-31,2.8614
600622,2021-09-30,2.7242
600622,2021-06-30,2.9692
600622,2021-03-31,3.1554
600622,2020-12-31,3.3122
600622,2020-09-30,3.714
600622,2020-06-30,3.8012
600622,2020-03-31,3.5304
600622,2019-12-31,3.7722
