Stock Symbol,Date,Stock Price
603657,2024-09-30,12.12
603657,2024-06-30,11.39
603657,2024-03-31,11.89
603657,2023-12-31,15.95
603657,2023-09-30,15.21
603657,2023-06-30,17.39
603657,2023-03-31,16.36
603657,2022-12-31,15.48
603657,2022-09-30,13.08
603657,2022-06-30,14.49
603657,2022-03-31,17.15
603657,2021-12-31,24.83
603657,2021-09-30,18.94
603657,2021-06-30,30.65
603657,2021-03-31,18.24
603657,2020-12-31,16.18
603657,2020-09-30,16.44
603657,2020-06-30,15.75
603657,2020-03-31,14.58
603657,2019-12-31,16.04
