Stock Symbol,Date,Stock Price
HSG,2024-09-30,21.3
HSG,2024-06-30,23.9
HSG,2024-03-31,23.04
HSG,2023-12-31,22.22
HSG,2023-09-30,19.49
HSG,2023-06-30,16.03
HSG,2023-03-31,15.23
HSG,2022-12-31,10.93
HSG,2022-09-30,14.0
HSG,2022-06-30,12.69
HSG,2022-03-31,27.59
HSG,2021-12-31,29.48
HSG,2021-09-30,36.66
HSG,2021-06-30,33.03
HSG,2021-03-31,20.35
HSG,2020-12-31,15.87
HSG,2020-09-30,11.22
HSG,2020-06-30,8.21
HSG,2020-03-31,3.11
HSG,2019-12-31,5.33
