Stock Symbol,Date,Stock Price
600939,2024-09-30,2.72
600939,2024-06-30,2.3099
600939,2024-03-31,2.7479
600939,2023-12-31,3.2657
600939,2023-09-30,3.4051
600939,2023-06-30,3.3831
600939,2023-03-31,3.571
600939,2022-12-31,3.4523
600939,2022-09-30,3.6304
600939,2022-06-30,4.2372
600939,2022-03-31,5.1571
600939,2021-12-31,4.0023
600939,2021-09-30,3.5424
600939,2021-06-30,3.3132
600939,2021-03-31,3.5257
600939,2020-12-31,3.574
600939,2020-09-30,3.7865
600939,2020-06-30,3.4027
600939,2020-03-31,3.6302
600939,2019-12-31,4.559
