Stock Symbol,Date,Stock Price
300590,2024-09-30,15.0
300590,2024-06-30,11.42
300590,2024-03-31,9.46
300590,2023-12-31,11.85
300590,2023-09-30,11.25
300590,2023-06-30,12.06
300590,2023-03-31,12.81
300590,2022-12-31,9.59
300590,2022-09-30,10.33
300590,2022-06-30,13.26
300590,2022-03-31,15.19
300590,2021-12-31,18.57
300590,2021-09-30,15.81
300590,2021-06-30,12.32
300590,2021-03-31,12.97
300590,2020-12-31,16.37
300590,2020-09-30,13.47
300590,2020-06-30,17.39
300590,2020-03-31,14.0
300590,2019-12-31,12.82
