Stock Symbol,Date,Stock Price
000550,2024-09-30,28.02
000550,2024-06-30,21.09
000550,2024-03-31,29.33
000550,2023-12-31,18.49
000550,2023-09-30,16.79
000550,2023-06-30,13.13
000550,2023-03-31,13.41
000550,2022-12-31,12.74
000550,2022-09-30,13.8
000550,2022-06-30,15.02
000550,2022-03-31,12.82
000550,2021-12-31,15.24
000550,2021-09-30,14.63
000550,2021-06-30,19.1
000550,2021-03-31,23.41
000550,2020-12-31,16.83
000550,2020-09-30,13.53
000550,2020-06-30,10.04
000550,2020-03-31,9.52
000550,2019-12-31,11.2
